59,1,-1,-1,-1,-1,-1,25.213104252090083,12.6,0
60,1,-1,-1,-1,-1,-1,25.248048924330302,12.6,0
61,1,-1,-1,-1,-1,-1,25.282993596570524,12.6,0
62,1,-1,-1,-1,-1,-1,25.317938268810746,12.6,0
63,1,-1,-1,-1,-1,-1,25.352882941050964,12.6,0
64,1,-1,-1,-1,-1,-1,25.387827613291186,12.6,0
65,1,-1,-1,-1,-1,-1,25.422772285531405,12.6,0
66,1,-1,-1,-1,-1,-1,25.457716957771627,12.6,0
67,1,-1,-1,-1,-1,-1,25.49266163001185,12.6,0
68,1,-1,-1,-1,-1,-1,25.527606302252067,12.6,0
69,1,-1,-1,-1,-1,-1,25.56255097449229,12.6,0
70,1,-1,-1,-1,-1,-1,25.59749564673251,12.6,0
71,1,-1,-1,-1,-1,-1,25.63244031897273,12.6,0
72,1,-1,-1,-1,-1,-1,25.667384991212952,12.6,0
73,1,-1,-1,-1,-1,-1,25.702329663453174,12.6,0
74,1,-1,-1,-1,-1,-1,25.737274335693392,12.6,0
75,1,-1,-1,-1,-1,-1,25.772219007933614,12.6,0
76,1,-1,-1,-1,-1,-1,25.807163680173836,12.6,0
77,1,-1,-1,-1,-1,-1,25.842108352414055,12.6,0
78,1,-1,-1,-1,-1,-1,25.877053024654277,12.6,0
79,1,-1,-1,-1,-1,-1,25.911997696894495,12.6,0
80,1,-1,-1,-1,-1,-1,25.946942369134717,12.6,0
81,1,-1,-1,-1,-1,-1,25.98188704137494,12.6,0
82,1,-1,-1,-1,-1,-1,26.016831713615158,12.6,0
83,1,-1,-1,-1,-1,-1,26.05177638585538,12.6,0
84,1,-1,-1,-1,-1,-1,26.086721058095602,12.6,0
85,1,-1,-1,-1,-1,-1,26.12166573033582,12.6,0
86,1,-1,-1,-1,-1,-1,26.156610402576042,12.6,0
87,1,-1,-1,-1,-1,-1,26.191555074816264,12.6,0
88,1,-1,-1,-1,-1,-1,26.226499747056483,12.6,0
89,1,-1,-1,-1,-1,-1,26.261444419296705,12.6,0
90,1,-1,-1,-1,-1,-1,26.296389091536923,12.6,0
91,1,-1,-1,-1,-1,-1,26.331333763777145,12.6,0
92,1,-1,-1,-1,-1,-1,26.366278436017367,12.6,0
93,1,-1,-1,-1,-1,-1,26.401223108257586,12.6,0
94,1,-1,-1,-1,-1,-1,26.436167780497808,12.6,0
95,1,-1,-1,-1,-1,-1,26.47111245273803,12.6,0
96,1,-1,-1,-1,-1,-1,26.50605712497825,12.6,0
97,1,-1,-1,-1,-1,-1,26.54100179721847,12.6,0
98,1,-1,-1,-1,-1,-1,26.575946469458692,12.6,0
99,1,-1,-1,-1,-1,-1,26.61089114169891,12.6,0
100,1,-1,-1,-1,-1,-1,26.645835813939133,12.6,0
101,1,-1,-1,-1,-1,-1,26.680780486179355,12.6,0
102,1,-1,-1,-1,-1,-1,26.714882917934073,12.595039027355309,0
103,1,-1,-1,-1,-1,-1,26.747955951305677,12.584014682898108,0
104,1,-1,-1,-1,-1,-1,26.781028984677278,12.572990338440906,0
105,1,-1,-1,-1,-1,-1,26.814102018048878,12.561965993983707,0
106,1,-1,-1,-1,-1,-1,26.847175051420482,12.550941649526505,0
107,1,-1,-1,-1,-1,-1,26.880248084792083,12.539917305069304,0
108,1,-1,-1,-1,-1,-1,26.913321118163687,12.528892960612104,0
109,1,-1,-1,-1,-1,-1,26.946394151535287,12.517868616154903,0
110,1,-1,-1,-1,-1,-1,26.97946718490689,12.506844271697704,0
111,1,-1,-1,-1,-1,-1,27.01254021827849,12.495819927240502,0
112,1,-1,-1,-1,-1,-1,27.045613251650092,12.4847955827833,0
113,1,-1,-1,-1,-1,-1,27.078686285021696,12.473771238326101,0
114,1,-1,-1,-1,-1,-1,27.111759318393297,12.4627468938689,0
115,1,-1,-1,-1,-1,-1,27.1448323517649,12.4517225494117,0
116,1,-1,-1,-1,-1,-1,27.1779053851365,12.440698204954499,0
117,1,-1,-1,-1,-1,-1,27.210978418508105,12.429673860497298,0
118,1,-1,-1,-1,-1,-1,27.244051451879706,12.418649516040098,0
119,1,-1,-1,-1,-1,-1,27.277124485251306,12.407625171582897,0
120,1,-1,-1,-1,-1,-1,27.31019751862291,12.396600827125695,0
121,1,-1,-1,-1,-1,-1,27.34327055199451,12.385576482668496,0
122,1,-1,-1,-1,-1,-1,27.376343585366115,12.374552138211294,0
123,1,-1,-1,-1,-1,-1,27.409416618737716,12.363527793754095,0
124,1,-1,-1,-1,-1,-1,27.44248965210932,12.352503449296893,0
125,1,-1,-1,-1,-1,-1,27.47556268548092,12.341479104839692,0
126,1,-1,-1,-1,-1,-1,27.508635718852524,12.330454760382493,0
127,1,-1,-1,-1,-1,-1,27.541708752224125,12.319430415925291,0
128,1,-1,-1,-1,-1,-1,27.574781785595725,12.308406071468092,0
129,1,-1,-1,-1,-1,-1,27.60785481896733,12.29738172701089,0
130,1,-1,-1,-1,-1,-1,27.64092785233893,12.286357382553689,0
131,1,-1,-1,-1,-1,-1,27.674000885710534,12.27533303809649,0
132,1,-1,-1,-1,-1,-1,27.707073919082134,12.264308693639288,0
133,1,-1,-1,-1,-1,-1,27.74014695245374,12.253284349182088,0
134,1,-1,-1,-1,-1,-1,27.77321998582534,12.242260004724887,0
135,1,-1,-1,-1,-1,-1,27.80629301919694,12.231235660267686,0
136,1,-1,-1,-1,-1,-1,27.839366052568543,12.220211315810486,0
137,1,-1,-1,-1,-1,-1,27.872439085940144,12.209186971353285,0
138,1,-1,-1,-1,-1,-1,27.905512119311748,12.198162626896083,0
139,1,-1,-1,-1,-1,-1,27.93858515268335,12.187138282438884,0
140,1,-1,-1,-1,-1,-1,27.971658186054952,12.176113937981683,0
141,1,-1,-1,-1,-1,-1,28.004731219426553,12.165089593524483,0
142,1,-1,-1,-1,-1,-1,28.037804252798153,12.154065249067282,0
